"","strain","bio_reps","tech_reps","treatment","target","timepoint","rxn","ct","mean_tech_rep_ct"
"1322","chxk1-2","C",2,"(-)","MLDP1",12,2,17.32613373,17.9362258933333
"1323","chxk1-2","C",3,"(-)","MLDP1",12,2,17.83903313,17.9362258933333
"1324","chxk1-2","A",1,"(+)","MLDP1",12,2,18.08630371,17.92097473
"1325","chxk1-2","A",2,"(+)","MLDP1",12,2,18.25781822,17.92097473
"1326","chxk1-2","A",3,"(+)","MLDP1",12,2,17.41880226,17.92097473
"1327","chxk1-2","B",1,"(+)","MLDP1",12,2,17.78066635,17.5123577133333
"1328","chxk1-2","B",2,"(+)","MLDP1",12,2,17.46331215,17.5123577133333
"1329","chxk1-2","B",3,"(+)","MLDP1",12,2,17.29309464,17.5123577133333
"1330","chxk1-2","C",1,"(+)","MLDP1",12,2,17.77960968,17.9218756366667
"1331","chxk1-2","C",2,"(+)","MLDP1",12,2,18.36593819,17.9218756366667
"1332","chxk1-2","C",3,"(+)","MLDP1",12,2,17.62007904,17.9218756366667
"1333","chxk1-2","A",1,"(-)","FAD2",12,2,23.97829437,23.65661621
"1334","chxk1-2","A",2,"(-)","FAD2",12,2,23.23117828,23.65661621
"1335","chxk1-2","A",3,"(-)","FAD2",12,2,23.76037598,23.65661621
"1336","chxk1-2","B",1,"(-)","FAD2",12,2,22.70897484,22.7094078066667
"1337","chxk1-2","B",2,"(-)","FAD2",12,2,22.43462181,22.7094078066667
"1338","chxk1-2","B",3,"(-)","FAD2",12,2,22.98462677,22.7094078066667
"1339","chxk1-2","C",1,"(-)","FAD2",12,2,23.43876457,23.1827621466667
"1340","chxk1-2","C",2,"(-)","FAD2",12,2,22.91283989,23.1827621466667
"1341","chxk1-2","C",3,"(-)","FAD2",12,2,23.19668198,23.1827621466667
"1342","chxk1-2","A",1,"(+)","FAD2",12,2,21.79734039,21.2283713
"1343","chxk1-2","A",2,"(+)","FAD2",12,2,20.96395683,21.2283713
"1344","chxk1-2","A",3,"(+)","FAD2",12,2,20.92381668,21.2283713
"1345","chxk1-2","B",1,"(+)","FAD2",12,2,21.29400253,21.24813652
"1346","chxk1-2","B",2,"(+)","FAD2",12,2,21.00368118,21.24813652
"1347","chxk1-2","B",3,"(+)","FAD2",12,2,21.44672585,21.24813652
"1348","chxk1-2","C",1,"(+)","FAD2",12,2,21.16803169,21.2972723633333
"1349","chxk1-2","C",2,"(+)","FAD2",12,2,21.35788727,21.2972723633333
"1350","chxk1-2","C",3,"(+)","FAD2",12,2,21.36589813,21.2972723633333
"1351","chxk1-2","A",1,"(-)","BKT1",12,2,20.53131294,20.60704867
"1352","chxk1-2","A",2,"(-)","BKT1",12,2,20.58944321,20.60704867
"1353","chxk1-2","A",3,"(-)","BKT1",12,2,20.70038986,20.60704867
"1354","chxk1-2","B",1,"(-)","BKT1",12,2,19.9726162,19.9917799633333
"1355","chxk1-2","B",2,"(-)","BKT1",12,2,19.99170303,19.9917799633333
"1356","chxk1-2","B",3,"(-)","BKT1",12,2,20.01102066,19.9917799633333
"1357","chxk1-2","C",1,"(-)","BKT1",12,2,20.07843781,20.23554675
"1358","chxk1-2","C",2,"(-)","BKT1",12,2,20.34191704,20.23554675
"1359","chxk1-2","C",3,"(-)","BKT1",12,2,20.2862854,20.23554675
"1360","chxk1-2","A",1,"(+)","BKT1",12,2,20.48273087,20.6264184333333
"1361","chxk1-2","A",2,"(+)","BKT1",12,2,20.66467857,20.6264184333333
"1362","chxk1-2","A",3,"(+)","BKT1",12,2,20.73184586,20.6264184333333
"1363","chxk1-2","B",1,"(+)","BKT1",12,2,19.93319321,20.1424846666667
"1364","chxk1-2","B",2,"(+)","BKT1",12,2,20.16903496,20.1424846666667
"1365","chxk1-2","B",3,"(+)","BKT1",12,2,20.32522583,20.1424846666667
"1366","chxk1-2","C",1,"(+)","BKT1",12,2,20.74465942,20.8058865833333
"1367","chxk1-2","C",2,"(+)","BKT1",12,2,20.81579208,20.8058865833333
"1368","chxk1-2","C",3,"(+)","BKT1",12,2,20.85720825,20.8058865833333
"1369","chxk1-2","A",1,"(-)","BKT2",12,2,21.87136078,21.7978375733333
"1370","chxk1-2","A",2,"(-)","BKT2",12,2,21.78257179,21.7978375733333
"1371","chxk1-2","A",3,"(-)","BKT2",12,2,21.73958015,21.7978375733333
"1372","chxk1-2","B",1,"(-)","BKT2",12,2,21.41995811,21.3995202366667
"1373","chxk1-2","B",2,"(-)","BKT2",12,2,21.35172462,21.3995202366667
"1374","chxk1-2","B",3,"(-)","BKT2",12,2,21.42687798,21.3995202366667
"1375","chxk1-2","C",1,"(-)","BKT2",12,2,21.30395126,21.3694400766667
"1376","chxk1-2","C",2,"(-)","BKT2",12,2,21.30712318,21.3694400766667
"1377","chxk1-2","C",3,"(-)","BKT2",12,2,21.49724579,21.3694400766667
"1378","chxk1-2","A",1,"(+)","BKT2",12,2,22.57912064,22.2086226166667
"1379","chxk1-2","A",2,"(+)","BKT2",12,2,22.12963867,22.2086226166667
"1380","chxk1-2","A",3,"(+)","BKT2",12,2,21.91710854,22.2086226166667
"1381","chxk1-2","B",1,"(+)","BKT2",12,2,22.13557434,21.9624665566667
"1382","chxk1-2","B",2,"(+)","BKT2",12,2,21.76427269,21.9624665566667
"1383","chxk1-2","B",3,"(+)","BKT2",12,2,21.98755264,21.9624665566667
"1384","chxk1-2","C",1,"(+)","BKT2",12,2,22.35274696,22.3891544333333
"1385","chxk1-2","C",2,"(+)","BKT2",12,2,22.39994431,22.3891544333333
"1386","chxk1-2","C",3,"(+)","BKT2",12,2,22.41477203,22.3891544333333
"1387","chxk1-2","A",1,"(-)","DEGP1",12,2,19.80202866,20.2035102866667
"1388","chxk1-2","A",2,"(-)","DEGP1",12,2,20.29260445,20.2035102866667
"1389","chxk1-2","A",3,"(-)","DEGP1",12,2,20.51589775,20.2035102866667
"1390","chxk1-2","B",1,"(-)","DEGP1",12,2,19.57584,19.69691976
"1391","chxk1-2","B",2,"(-)","DEGP1",12,2,19.88100243,19.69691976
"1392","chxk1-2","B",3,"(-)","DEGP1",12,2,19.63391685,19.69691976
"1393","chxk1-2","C",1,"(-)","DEGP1",12,2,19.71846581,19.6156978633333
"1394","chxk1-2","C",2,"(-)","DEGP1",12,2,19.52976799,19.6156978633333
"1395","chxk1-2","C",3,"(-)","DEGP1",12,2,19.59885979,19.6156978633333
"1396","chxk1-2","A",1,"(+)","DEGP1",12,2,20.39283943,19.91976865
"1397","chxk1-2","A",2,"(+)","DEGP1",12,2,19.65758514,19.91976865
"1398","chxk1-2","A",3,"(+)","DEGP1",12,2,19.70888138,19.91976865
"1399","chxk1-2","B",1,"(+)","DEGP1",12,2,20.18198776,19.85066414
"1400","chxk1-2","B",2,"(+)","DEGP1",12,2,19.61673546,19.85066414
"1401","chxk1-2","B",3,"(+)","DEGP1",12,2,19.7532692,19.85066414
"1402","chxk1-2","C",1,"(+)","DEGP1",12,2,20.12995911,19.97215144
"1403","chxk1-2","C",2,"(+)","DEGP1",12,2,19.95169258,19.97215144
"1404","chxk1-2","C",3,"(+)","DEGP1",12,2,19.83480263,19.97215144
"1405","chxk1-2","A",1,"(-)","DEGP2",12,2,22.9448185,23.27578481
"1406","chxk1-2","A",2,"(-)","DEGP2",12,2,23.43657684,23.27578481
"1407","chxk1-2","A",3,"(-)","DEGP2",12,2,23.44595909,23.27578481
"1408","chxk1-2","B",1,"(-)","DEGP2",12,2,22.35543823,22.7062403366667
"1409","chxk1-2","B",2,"(-)","DEGP2",12,2,22.76294136,22.7062403366667
"1410","chxk1-2","B",3,"(-)","DEGP2",12,2,23.00034142,22.7062403366667
"1411","chxk1-2","C",1,"(-)","DEGP2",12,2,22.6033287,22.7285238866667
"1412","chxk1-2","C",2,"(-)","DEGP2",12,2,22.82766342,22.7285238866667
"1413","chxk1-2","C",3,"(-)","DEGP2",12,2,22.75457954,22.7285238866667
"1414","chxk1-2","A",1,"(+)","DEGP2",12,2,22.84432602,23.1702944433333
"1415","chxk1-2","A",2,"(+)","DEGP2",12,2,23.15444946,23.1702944433333
"1416","chxk1-2","A",3,"(+)","DEGP2",12,2,23.51210785,23.1702944433333
"1417","chxk1-2","B",1,"(+)","DEGP2",12,2,21.67231369,22.0588518766667
"1418","chxk1-2","B",2,"(+)","DEGP2",12,2,21.97872162,22.0588518766667
"1419","chxk1-2","B",3,"(+)","DEGP2",12,2,22.52552032,22.0588518766667
"1420","chxk1-2","C",1,"(+)","DEGP2",12,2,22.22352791,22.6721560166667
"1421","chxk1-2","C",2,"(+)","DEGP2",12,2,22.68032837,22.6721560166667
"1422","chxk1-2","C",3,"(+)","DEGP2",12,2,23.11261177,22.6721560166667
"1423","chxk1-2","A",1,"(-)","COX10",12,2,23.64426994,23.5859184266667
"1424","chxk1-2","A",2,"(-)","COX10",12,2,23.57575035,23.5859184266667
"1425","chxk1-2","A",3,"(-)","COX10",12,2,23.53773499,23.5859184266667
"1426","chxk1-2","B",1,"(-)","COX10",12,2,23.18270683,23.17864545
"1427","chxk1-2","B",2,"(-)","COX10",12,2,23.15239334,23.17864545
"1428","chxk1-2","B",3,"(-)","COX10",12,2,23.20083618,23.17864545
"1429","chxk1-2","C",1,"(-)","COX10",12,2,22.9540081,23.0986283633333
"1430","chxk1-2","C",2,"(-)","COX10",12,2,23.11175728,23.0986283633333
"1431","chxk1-2","C",3,"(-)","COX10",12,2,23.23011971,23.0986283633333
"1432","chxk1-2","A",1,"(+)","COX10",12,2,23.15522575,23.3381525633333
"1433","chxk1-2","A",2,"(+)","COX10",12,2,23.25921249,23.3381525633333
"1434","chxk1-2","A",3,"(+)","COX10",12,2,23.60001945,23.3381525633333
"1435","chxk1-2","B",1,"(+)","COX10",12,2,22.88031006,23.0147094733333
"1436","chxk1-2","B",2,"(+)","COX10",12,2,23.00679207,23.0147094733333
"1437","chxk1-2","B",3,"(+)","COX10",12,2,23.15702629,23.0147094733333
"1438","chxk1-2","C",1,"(+)","COX10",12,2,23.22807121,23.31466039
"1439","chxk1-2","C",2,"(+)","COX10",12,2,23.32845688,23.31466039
"1440","chxk1-2","C",3,"(+)","COX10",12,2,23.38745308,23.31466039
"1441","chxk1-2","A",1,"(-)","BKT2",0.5,2,18.8429451,18.8895613333333
"1442","chxk1-2","A",2,"(-)","BKT2",0.5,2,18.93123817,18.8895613333333
"1443","chxk1-2","A",3,"(-)","BKT2",0.5,2,18.89450073,18.8895613333333
"1444","chxk1-2","B",1,"(-)","BKT2",0.5,2,19.43525887,19.4747467066667
"1445","chxk1-2","B",2,"(-)","BKT2",0.5,2,19.52372551,19.4747467066667
"1446","chxk1-2","B",3,"(-)","BKT2",0.5,2,19.46525574,19.4747467066667
"1447","chxk1-2","C",1,"(-)","BKT2",0.5,2,18.93607712,18.9880574566667
"1448","chxk1-2","C",2,"(-)","BKT2",0.5,2,18.88856125,18.9880574566667
"1449","chxk1-2","C",3,"(-)","BKT2",0.5,2,19.139534,18.9880574566667
"1450","chxk1-2","A",1,"(+)","BKT2",0.5,2,18.54593468,18.51170985
"1451","chxk1-2","A",2,"(+)","BKT2",0.5,2,18.41480637,18.51170985
"1452","chxk1-2","A",3,"(+)","BKT2",0.5,2,18.5743885,18.51170985
"1453","chxk1-2","B",1,"(+)","BKT2",0.5,2,18.97624397,18.7460460666667
"1454","chxk1-2","B",2,"(+)","BKT2",0.5,2,18.52978897,18.7460460666667
"1455","chxk1-2","B",3,"(+)","BKT2",0.5,2,18.73210526,18.7460460666667
"1456","chxk1-2","C",1,"(+)","BKT2",0.5,2,18.8177681,18.6397228266667
"1457","chxk1-2","C",2,"(+)","BKT2",0.5,2,18.63936043,18.6397228266667
"1458","chxk1-2","C",3,"(+)","BKT2",0.5,2,18.46203995,18.6397228266667
"1459","chxk1-2","A",1,"(-)","SAD1",0.5,1,21.04354095,21.1951745333333
"1460","chxk1-2","A",2,"(-)","SAD1",0.5,1,21.39280891,21.1951745333333
"1461","chxk1-2","A",3,"(-)","SAD1",0.5,1,21.14917374,21.1951745333333
"1462","chxk1-2","B",1,"(-)","SAD1",0.5,1,21.07110977,21.2879670466667
"1463","chxk1-2","B",2,"(-)","SAD1",0.5,1,21.20307732,21.2879670466667
"1464","chxk1-2","B",3,"(-)","SAD1",0.5,1,21.58971405,21.2879670466667
"1465","chxk1-2","C",1,"(-)","SAD1",0.5,1,21.76954651,21.70651563
"1466","chxk1-2","C",2,"(-)","SAD1",0.5,1,21.5166893,21.70651563
"1467","chxk1-2","C",3,"(-)","SAD1",0.5,1,21.83331108,21.70651563
"1468","chxk1-2","A",1,"(+)","SAD1",0.5,1,21.47152901,21.4735603333333
"1469","chxk1-2","A",2,"(+)","SAD1",0.5,1,21.39778328,21.4735603333333
"1470","chxk1-2","A",3,"(+)","SAD1",0.5,1,21.55136871,21.4735603333333
"1471","chxk1-2","B",1,"(+)","SAD1",0.5,1,21.38489914,21.5256106066667
"1472","chxk1-2","B",2,"(+)","SAD1",0.5,1,21.62481499,21.5256106066667
"1473","chxk1-2","B",3,"(+)","SAD1",0.5,1,21.56711769,21.5256106066667
"1474","chxk1-2","C",1,"(+)","SAD1",0.5,1,21.65133476,21.6826146433333
"1475","chxk1-2","C",2,"(+)","SAD1",0.5,1,21.69029617,21.6826146433333
"1476","chxk1-2","C",3,"(+)","SAD1",0.5,1,21.706213,21.6826146433333
"1477","aWT","A",1,"(-)","APPS",0.5,1,15.36270237,15.4857829433333
"1478","aWT","A",2,"(-)","APPS",0.5,1,15.4378624,15.4857829433333
"1479","aWT","A",3,"(-)","APPS",0.5,1,15.65678406,15.4857829433333
"1480","aWT","B",1,"(-)","APPS",0.5,1,15.42816544,15.4987417866667
"1481","aWT","B",2,"(-)","APPS",0.5,1,15.37388706,15.4987417866667
"1482","aWT","B",3,"(-)","APPS",0.5,1,15.69417286,15.4987417866667
"1483","aWT","C",1,"(-)","APPS",0.5,1,15.24565792,15.1973288866667
"1484","aWT","C",2,"(-)","APPS",0.5,1,15.38337231,15.1973288866667
"1485","aWT","C",3,"(-)","APPS",0.5,1,14.96295643,15.1973288866667
"1486","aWT","A",1,"(+)","APPS",0.5,1,15.43527317,15.8398456566667
"1487","aWT","A",2,"(+)","APPS",0.5,1,15.95818615,15.8398456566667
"1488","aWT","A",3,"(+)","APPS",0.5,1,16.12607765,15.8398456566667
"1489","aWT","B",1,"(+)","APPS",0.5,1,15.81352615,15.71036148
"1490","aWT","B",2,"(+)","APPS",0.5,1,15.64251804,15.71036148
"1491","aWT","B",3,"(+)","APPS",0.5,1,15.67504025,15.71036148
"1492","aWT","C",1,"(+)","APPS",0.5,1,15.59464836,15.72051875
"1493","aWT","C",2,"(+)","APPS",0.5,1,15.71674824,15.72051875
"1494","aWT","C",3,"(+)","APPS",0.5,1,15.85015965,15.72051875
"1495","aWT","A",1,"(-)","HXK1",0.5,1,17.99985695,17.8180656466667
"1496","aWT","A",2,"(-)","HXK1",0.5,1,17.68333054,17.8180656466667
"1497","aWT","A",3,"(-)","HXK1",0.5,1,17.77100945,17.8180656466667
"1498","aWT","B",1,"(-)","HXK1",0.5,1,17.21016693,17.3976732866667
"1499","aWT","B",2,"(-)","HXK1",0.5,1,17.41737556,17.3976732866667
"1500","aWT","B",3,"(-)","HXK1",0.5,1,17.56547737,17.3976732866667
"1501","aWT","C",1,"(-)","HXK1",0.5,1,17.64843178,17.9230302166667
"1502","aWT","C",2,"(-)","HXK1",0.5,1,17.96823692,17.9230302166667
"1503","aWT","C",3,"(-)","HXK1",0.5,1,18.15242195,17.9230302166667
"1504","aWT","A",1,"(+)","HXK1",0.5,1,13.54914284,13.6179803233333
"1505","aWT","A",2,"(+)","HXK1",0.5,1,13.71174717,13.6179803233333
"1506","aWT","A",3,"(+)","HXK1",0.5,1,13.59305096,13.6179803233333
"1507","aWT","B",1,"(+)","HXK1",0.5,1,13.60026264,13.5517231633333
"1508","aWT","B",2,"(+)","HXK1",0.5,1,13.5722847,13.5517231633333
"1509","aWT","B",3,"(+)","HXK1",0.5,1,13.48262215,13.5517231633333
"1510","aWT","C",1,"(+)","HXK1",0.5,1,12.81751633,12.96327146
"1511","aWT","C",2,"(+)","HXK1",0.5,1,13.19946575,12.96327146
"1512","aWT","C",3,"(+)","HXK1",0.5,1,12.8728323,12.96327146
"1513","aWT","A",1,"(-)","FAD2",0.5,1,26.85106468,26.88392194
"1514","aWT","A",2,"(-)","FAD2",0.5,1,26.9078598,26.88392194
"1515","aWT","A",3,"(-)","FAD2",0.5,1,26.89284134,26.88392194
"1516","aWT","B",1,"(-)","FAD2",0.5,1,26.02546692,26.12157059
"1517","aWT","B",2,"(-)","FAD2",0.5,1,26.16389275,26.12157059
"1518","aWT","B",3,"(-)","FAD2",0.5,1,26.1753521,26.12157059
"1519","aWT","C",1,"(-)","FAD2",0.5,1,26.12173653,26.2539711
"1520","aWT","C",2,"(-)","FAD2",0.5,1,26.39359665,26.2539711
"1521","aWT","C",3,"(-)","FAD2",0.5,1,26.24658012,26.2539711
"1522","aWT","A",1,"(+)","FAD2",0.5,1,20.54545975,20.60933622
"1523","aWT","A",2,"(+)","FAD2",0.5,1,20.65804291,20.60933622
"1524","aWT","A",3,"(+)","FAD2",0.5,1,20.624506,20.60933622
"1525","aWT","B",1,"(+)","FAD2",0.5,1,20.45679855,20.3462206533333
"1526","aWT","B",2,"(+)","FAD2",0.5,1,20.29328156,20.3462206533333
"1527","aWT","B",3,"(+)","FAD2",0.5,1,20.28858185,20.3462206533333
"1528","aWT","C",1,"(+)","FAD2",0.5,1,20.01628685,20.0592301666667
"1529","aWT","C",2,"(+)","FAD2",0.5,1,20.06770515,20.0592301666667
"1530","aWT","C",3,"(+)","FAD2",0.5,1,20.0936985,20.0592301666667
"1531","aWT","A",1,"(-)","GLK1",0.5,1,21.49118042,21.5350742333333
"1532","aWT","A",2,"(-)","GLK1",0.5,1,21.39494324,21.5350742333333
"1533","aWT","A",3,"(-)","GLK1",0.5,1,21.71909904,21.5350742333333
"1534","aWT","B",1,"(-)","GLK1",0.5,1,21.53821754,21.51363309
"1535","aWT","B",2,"(-)","GLK1",0.5,1,21.47512817,21.51363309
"1536","aWT","B",3,"(-)","GLK1",0.5,1,21.52755356,21.51363309
"1537","aWT","C",1,"(-)","GLK1",0.5,1,21.558815,21.5646667466667
"1538","aWT","C",2,"(-)","GLK1",0.5,1,21.53698349,21.5646667466667
"1539","aWT","C",3,"(-)","GLK1",0.5,1,21.59820175,21.5646667466667
"1540","aWT","A",1,"(+)","GLK1",0.5,1,22.08122253,22.43472862
"1541","aWT","A",2,"(+)","GLK1",0.5,1,22.57865524,22.43472862
"1542","aWT","A",3,"(+)","GLK1",0.5,1,22.64430809,22.43472862
"1543","aWT","B",1,"(+)","GLK1",0.5,1,21.72337914,22.2805983233333
"1544","aWT","B",2,"(+)","GLK1",0.5,1,22.65347099,22.2805983233333
"1545","aWT","B",3,"(+)","GLK1",0.5,1,22.46494484,22.2805983233333
"1546","aWT","C",1,"(+)","GLK1",0.5,1,21.50271797,22.0136489866667
"1547","aWT","C",2,"(+)","GLK1",0.5,1,22.36602211,22.0136489866667
"1548","aWT","C",3,"(+)","GLK1",0.5,1,22.17220688,22.0136489866667
"1549","aWT","A",1,"(-)","GAP1",0.5,1,21.36276054,21.4309965733333
"1550","aWT","A",2,"(-)","GAP1",0.5,1,21.37824249,21.4309965733333
"1551","aWT","A",3,"(-)","GAP1",0.5,1,21.55198669,21.4309965733333
"1552","aWT","B",1,"(-)","GAP1",0.5,1,20.90155983,20.9143562333333
"1553","aWT","B",2,"(-)","GAP1",0.5,1,20.76079941,20.9143562333333
"1554","aWT","B",3,"(-)","GAP1",0.5,1,21.08070946,20.9143562333333
"1555","aWT","C",1,"(-)","GAP1",0.5,1,21.6090641,21.5940481833333
"1556","aWT","C",2,"(-)","GAP1",0.5,1,21.66751099,21.5940481833333
"1557","aWT","C",3,"(-)","GAP1",0.5,1,21.50556946,21.5940481833333
"1558","aWT","A",1,"(+)","GAP1",0.5,1,18.50069046,18.73411751
"1559","aWT","A",2,"(+)","GAP1",0.5,1,18.70929337,18.73411751
"1560","aWT","A",3,"(+)","GAP1",0.5,1,18.9923687,18.73411751
"1561","aWT","B",1,"(+)","GAP1",0.5,1,18.17214584,18.3100763933333
"1562","aWT","B",2,"(+)","GAP1",0.5,1,18.28749466,18.3100763933333
"1563","aWT","B",3,"(+)","GAP1",0.5,1,18.47058868,18.3100763933333
"1564","aWT","C",1,"(+)","GAP1",0.5,1,17.82711792,17.86311086
"1565","aWT","C",2,"(+)","GAP1",0.5,1,17.84095383,17.86311086
"1566","aWT","C",3,"(+)","GAP1",0.5,1,17.92126083,17.86311086
"1567","aWT","A",1,"(-)","BKT1",0.5,1,21.96648216,21.99825668
"1568","aWT","A",2,"(-)","BKT1",0.5,1,22.04944038,21.99825668
"1569","aWT","A",3,"(-)","BKT1",0.5,1,21.9788475,21.99825668
"1570","aWT","B",1,"(-)","BKT1",0.5,1,21.26474762,21.3151499433333
"1571","aWT","B",2,"(-)","BKT1",0.5,1,21.35819435,21.3151499433333
"1572","aWT","B",3,"(-)","BKT1",0.5,1,21.32250786,21.3151499433333
"1573","aWT","C",1,"(-)","BKT1",0.5,1,21.72563934,21.6961453733333
"1574","aWT","C",2,"(-)","BKT1",0.5,1,21.64353561,21.6961453733333
"1575","aWT","C",3,"(-)","BKT1",0.5,1,21.71926117,21.6961453733333
"1576","aWT","A",1,"(+)","BKT1",0.5,1,22.75814819,22.7874552366667
"1577","aWT","A",2,"(+)","BKT1",0.5,1,22.7734127,22.7874552366667
"1578","aWT","A",3,"(+)","BKT1",0.5,1,22.83080482,22.7874552366667
"1579","aWT","B",1,"(+)","BKT1",0.5,1,22.04769707,21.8922239933333
"1580","aWT","B",2,"(+)","BKT1",0.5,1,21.52079391,21.8922239933333
"1581","aWT","B",3,"(+)","BKT1",0.5,1,22.108181,21.8922239933333
"1582","aWT","C",1,"(+)","BKT1",0.5,1,22.34135056,23.5645364133333
"1583","aWT","C",2,"(+)","BKT1",0.5,1,25.93020248,23.5645364133333
"1584","aWT","C",3,"(+)","BKT1",0.5,1,22.4220562,23.5645364133333
"1585","aWT","A",1,"(-)","PSAH",0.5,1,17.4155941,17.7446079233333
"1586","aWT","A",2,"(-)","PSAH",0.5,1,18.01671028,17.7446079233333
"1587","aWT","A",3,"(-)","PSAH",0.5,1,17.80151939,17.7446079233333
"1588","aWT","B",1,"(-)","PSAH",0.5,1,17.76467705,17.6288738233333
"1589","aWT","B",2,"(-)","PSAH",0.5,1,17.42240524,17.6288738233333
"1590","aWT","B",3,"(-)","PSAH",0.5,1,17.69953918,17.6288738233333
"1591","aWT","C",1,"(-)","PSAH",0.5,1,17.91610909,17.7550996166667
"1592","aWT","C",2,"(-)","PSAH",0.5,1,17.7103653,17.7550996166667
"1593","aWT","C",3,"(-)","PSAH",0.5,1,17.63882446,17.7550996166667
"1594","aWT","A",1,"(+)","PSAH",0.5,1,18.65171623,18.7156537366667
"1595","aWT","A",2,"(+)","PSAH",0.5,1,18.79172325,18.7156537366667
"1596","aWT","A",3,"(+)","PSAH",0.5,1,18.70352173,18.7156537366667
"1597","aWT","B",1,"(+)","PSAH",0.5,1,18.68955994,18.7743721033333
"1598","aWT","B",2,"(+)","PSAH",0.5,1,18.7946949,18.7743721033333
"1599","aWT","B",3,"(+)","PSAH",0.5,1,18.83886147,18.7743721033333
"1600","aWT","C",1,"(+)","PSAH",0.5,1,18.34874535,18.4211718266667
"1601","aWT","C",2,"(+)","PSAH",0.5,1,18.54473877,18.4211718266667
"1602","aWT","C",3,"(+)","PSAH",0.5,1,18.37003136,18.4211718266667
"1603","aWT","A",1,"(-)","APPS",0.5,2,20.12597656,20.0928872433333
"1604","aWT","A",2,"(-)","APPS",0.5,2,20.0695076,20.0928872433333
"1605","aWT","A",3,"(-)","APPS",0.5,2,20.08317757,20.0928872433333
"1606","aWT","B",1,"(-)","APPS",0.5,2,19.93212318,19.9351393366667
"1607","aWT","B",2,"(-)","APPS",0.5,2,19.94112778,19.9351393366667
"1608","aWT","B",3,"(-)","APPS",0.5,2,19.93216705,19.9351393366667
"1609","aWT","C",1,"(-)","APPS",0.5,2,19.9216938,19.8801460233333
"1610","aWT","C",2,"(-)","APPS",0.5,2,19.97903442,19.8801460233333
"1611","aWT","C",3,"(-)","APPS",0.5,2,19.73970985,19.8801460233333
"1612","aWT","A",1,"(+)","APPS",0.5,2,19.90293121,19.93240102
"1613","aWT","A",2,"(+)","APPS",0.5,2,19.91314316,19.93240102
"1614","aWT","A",3,"(+)","APPS",0.5,2,19.98112869,19.93240102
"1615","aWT","B",1,"(+)","APPS",0.5,2,18.98818588,19.1108830766667
"1616","aWT","B",2,"(+)","APPS",0.5,2,19.13611603,19.1108830766667
"1617","aWT","B",3,"(+)","APPS",0.5,2,19.20834732,19.1108830766667
"1618","aWT","C",1,"(+)","APPS",0.5,2,19.02944946,19.03348732
"1619","aWT","C",2,"(+)","APPS",0.5,2,19.06001854,19.03348732
"1620","aWT","C",3,"(+)","APPS",0.5,2,19.01099396,19.03348732
"1621","aWT","A",1,"(-)","PsbO",0.5,2,15.36529255,15.3300844833333
"1622","aWT","A",2,"(-)","PsbO",0.5,2,15.35214233,15.3300844833333
"1623","aWT","A",3,"(-)","PsbO",0.5,2,15.27281857,15.3300844833333
"1624","aWT","B",1,"(-)","PsbO",0.5,2,15.23999214,15.2437804533333
"1625","aWT","B",2,"(-)","PsbO",0.5,2,15.23901367,15.2437804533333
"1626","aWT","B",3,"(-)","PsbO",0.5,2,15.25233555,15.2437804533333
"1627","aWT","C",1,"(-)","PsbO",0.5,2,15.30749416,15.30811278
"1628","aWT","C",2,"(-)","PsbO",0.5,2,15.37362099,15.30811278
"1629","aWT","C",3,"(-)","PsbO",0.5,2,15.24322319,15.30811278
"1630","aWT","A",1,"(+)","PsbO",0.5,2,16.07553101,16.0845572166667
"1631","aWT","A",2,"(+)","PsbO",0.5,2,16.12201309,16.0845572166667
"1632","aWT","A",3,"(+)","PsbO",0.5,2,16.05612755,16.0845572166667
"1633","aWT","B",1,"(+)","PsbO",0.5,2,16.51446152,16.4725933066667
"1634","aWT","B",2,"(+)","PsbO",0.5,2,16.44997215,16.4725933066667
"1635","aWT","B",3,"(+)","PsbO",0.5,2,16.45334625,16.4725933066667
"1636","aWT","C",1,"(+)","PsbO",0.5,2,16.00183105,16.0629851
"1637","aWT","C",2,"(+)","PsbO",0.5,2,16.05832863,16.0629851
"1638","aWT","C",3,"(+)","PsbO",0.5,2,16.12879562,16.0629851
"1639","aWT","A",1,"(-)","RBCS1",0.5,2,10.89544868,10.9526796333333
"1640","aWT","A",2,"(-)","RBCS1",0.5,2,10.97510433,10.9526796333333
"1641","aWT","A",3,"(-)","RBCS1",0.5,2,10.98748589,10.9526796333333
"1642","aWT","B",1,"(-)","RBCS1",0.5,2,10.48110485,10.4188117966667
"1643","aWT","B",2,"(-)","RBCS1",0.5,2,10.38524723,10.4188117966667
"1644","aWT","B",3,"(-)","RBCS1",0.5,2,10.39008331,10.4188117966667
"1645","aWT","C",1,"(-)","RBCS1",0.5,2,10.80787277,10.8086783066667
"1646","aWT","C",2,"(-)","RBCS1",0.5,2,10.82656002,10.8086783066667
"1647","aWT","C",3,"(-)","RBCS1",0.5,2,10.79160213,10.8086783066667
"1648","aWT","A",1,"(+)","RBCS1",0.5,2,11.28107929,11.2951510733333
"1649","aWT","A",2,"(+)","RBCS1",0.5,2,11.32878685,11.2951510733333
"1650","aWT","A",3,"(+)","RBCS1",0.5,2,11.27558708,11.2951510733333
"1651","aWT","B",1,"(+)","RBCS1",0.5,2,11.03555584,11.0407412866667
"1652","aWT","B",2,"(+)","RBCS1",0.5,2,11.16590214,11.0407412866667
